cust_id ,trans_id ,trans_date,invoice_nbr,loc_nbr ,sales ,product_category ,payment_method,payment_status
1962,1003195,2021-09-18,100047621,17,2955,Gym wear,Credit Card,completed
1963,1003196,2021-09-19,100047622,12,405,Bags,UPI,completed
1964,1003197,2021-09-20,100047623,13,4746,Gym wear,Credit Card,completed
1965,1003198,2021-09-21,100047624,22,3328,Beauty,UPI,completed
1966,1003199,2021-09-22,100047625,48,3816,Gym wear,UPI,completed
1967,1003200,2021-09-23,100047626,4,2532,Footwear,Credit Card,completed
1968,1003201,2021-09-24,100047627,34,866,Jewellery,UPI,completed
1969,1003202,2021-09-25,100047628,24,1417,Accessories,UPI,completed
1970,1003203,2021-09-26,100047629,23,3700,Beauty,Credit Card,completed
1971,1003204,2021-09-27,100047630,21,4036,Beauty,Debit Card,completed
1972,1003205,2021-09-28,100047631,50,2441,Kid's Clothing,UPI,completed
1973,1003206,2021-09-29,100047632,45,2536,Kid's Clothing,UPI,completed
1974,1003207,2021-09-30,100047633,22,4411,Gym wear,UPI,completed
1975,1003208,2021-10-01,100047634,39,2433,Kid's Clothing,Credit Card,completed
1976,1003209,2021-10-02,100047635,35,4583,Men's Clothing,Debit Card,completed
1977,1003210,2021-10-03,100047636,10,1481,Bags,Credit Card,completed
1978,1003211,2021-10-04,100047637,21,2443,Beauty,Debit Card,completed
1979,1003212,2021-10-05,100047638,11,3820,Kid's Clothing,Credit Card,completed
1980,1003213,2021-10-06,100047639,36,327,Bags,UPI,completed
1981,1003214,2021-10-07,100047640,5,4497,Jewellery,Credit Card,completed
1982,1003215,2021-10-08,100047641,31,3592,Gym wear,Debit Card,completed
1983,1003216,2021-10-09,100047642,45,2791,Kid's Clothing,Credit Card,completed
1984,1003217,2021-10-10,100047643,38,1813,Kid's Clothing,Credit Card,completed
1985,1003218,2021-10-11,100047644,27,335,Footwear,Credit Card,completed
1986,1003219,2021-10-12,100047645,4,2989,Bags,Credit Card,completed
1987,1003220,2021-10-13,100047646,1,276,Men's Clothing,Debit Card,completed
1988,1003221,2021-10-14,100047647,17,615,Accessories,UPI,completed
1989,1003222,2021-10-15,100047648,11,2084,Winter wear,UPI,completed
1990,1003223,2021-10-16,100047649,35,4178,Gym wear,Credit Card,completed
1991,1003224,2021-10-17,100047650,31,2081,Accessories,UPI,completed
1992,1003225,2021-10-18,100047651,40,3397,Kid's Clothing,Debit Card,completed
1993,1003226,2021-10-19,100047652,4,4340,Beauty,Credit Card,completed
1994,1003227,2021-10-20,100047653,42,2580,Beauty,UPI,completed
1995,1003228,2021-10-21,100047654,13,1885,Kid's Clothing,UPI,completed
1996,1003229,2021-10-22,100047655,37,864,Jewellery,UPI,completed
1997,1003230,2021-10-23,100047656,40,3288,Accessories,UPI,completed
1998,1003231,2021-10-24,100047657,8,2518,Jewellery,Debit Card,completed
1999,1003232,2021-10-25,100047658,15,2049,Footwear,Debit Card,completed
2000,1003233,2021-10-26,100047659,7,4002,Winter wear,Credit Card,completed
2001,1003234,2021-10-27,100047660,40,1848,Kid's Clothing,Credit Card,completed
2002,1003235,2021-10-28,100047661,30,3699,Beauty,UPI,completed
2003,1003236,2021-10-29,100047662,44,3704,Beauty,Debit Card,completed
2004,1003237,2021-10-30,100047663,44,1846,Winter wear,Credit Card,completed
2005,1003238,2021-10-31,100047664,9,4950,Kid's Clothing,UPI,completed
2006,1003239,2021-11-01,100047665,47,2188,Women's Clothing,Credit Card,completed
2007,1003240,2021-11-02,100047666,15,2492,Men's Clothing,UPI,completed
2008,1003241,2021-11-03,100047667,48,1270,Jewellery,UPI,completed
2009,1003242,2021-11-04,100047668,9,1264,Beauty,Debit Card,completed
2010,1003243,2021-11-05,100047669,16,955,Beauty,Credit Card,completed
2011,1003244,2021-11-06,100047670,15,1081,Men's Clothing,Debit Card,completed
2012,1003245,2021-11-07,100047671,47,4125,Footwear,Credit Card,completed
2013,1003246,2021-11-08,100047672,40,4473,Winter wear,Credit Card,completed
2014,1003247,2021-11-09,100047673,15,3877,Beauty,UPI,completed
2015,1003248,2021-11-10,100047674,49,2034,Footwear,Credit Card,completed
2016,1003249,2021-11-11,100047675,42,2213,Bags,UPI,completed
2017,1003250,2021-11-12,100047676,48,2466,Jewellery,Credit Card,completed
2018,1003251,2021-11-13,100047677,30,704,Jewellery,Debit Card,completed
2019,1003252,2021-11-14,100047678,31,1506,Women's Clothing,Credit Card,completed
2020,1003253,2021-11-15,100047679,17,2879,Gym wear,Debit Card,completed
2021,1003254,2021-11-16,100047680,22,1448,Winter wear,UPI,completed
2022,1003255,2021-11-17,100047681,29,1650,Jewellery,UPI,completed
2023,1003256,2021-11-18,100047682,44,1550,Footwear,Credit Card,completed
2024,1003257,2021-11-19,100047683,32,4804,Women's Clothing,Debit Card,completed
2025,1003258,2021-11-20,100047684,22,1698,Women's Clothing,Credit Card,completed
2026,1003259,2021-11-21,100047685,33,2888,Gym wear,Debit Card,completed
2027,1003260,2021-11-22,100047686,45,3427,Jewellery,Credit Card,completed
2028,1003261,2021-11-23,100047687,23,3486,Bags,UPI,completed
2029,1003262,2021-11-24,100047688,20,2870,Accessories,Credit Card,completed
2030,1003263,2021-11-25,100047689,34,3475,Winter wear,Debit Card,completed
2031,1003264,2021-11-26,100047690,46,1176,Women's Clothing,Debit Card,completed
2032,1003265,2021-11-27,100047691,1,456,Kid's Clothing,Credit Card,completed
2033,1003266,2021-11-28,100047692,39,4416,Accessories,Debit Card,completed
2034,1003267,2021-11-29,100047693,35,1791,Gym wear,Debit Card,completed
2035,1003268,2021-11-30,100047694,23,3141,Kid's Clothing,UPI,completed
2036,1003269,2021-12-01,100047695,3,2209,Beauty,Credit Card,completed
2037,1003270,2021-12-02,100047696,49,3832,Gym wear,UPI,completed
2038,1003271,2021-12-03,100047697,27,385,Beauty,Debit Card,completed
2039,1003272,2021-12-04,100047698,29,2055,Beauty,Debit Card,completed
2040,1003273,2021-12-05,100047699,2,1575,Gym wear,UPI,completed
2041,1003274,2021-12-06,100047700,4,3899,Jewellery,Debit Card,completed
2042,1003275,2021-12-07,100047701,39,1145,Kid's Clothing,Credit Card,completed
2043,1003276,2021-12-08,100047702,28,1503,Bags,UPI,completed
2044,1003277,2021-12-09,100047703,36,1182,Men's Clothing,Credit Card,completed
2045,1003278,2021-12-10,100047704,14,1503,Winter wear,UPI,completed
2046,1003279,2021-12-11,100047705,1,2594,Accessories,UPI,completed
2047,1003280,2021-12-12,100047706,15,831,Women's Clothing,Credit Card,completed
2048,1003281,2021-12-13,100047707,31,1871,Gym wear,Credit Card,completed
2049,1003282,2021-12-14,100047708,49,885,Footwear,Credit Card,completed
2050,1003283,2021-12-15,100047709,46,4910,Men's Clothing,Debit Card,completed
2051,1003284,2021-12-16,100047710,47,3182,Accessories,Credit Card,completed
2052,1003285,2021-12-17,100047711,21,4309,Women's Clothing,Credit Card,completed
2053,1003286,2021-12-18,100047712,35,373,Jewellery,Debit Card,completed
2054,1003287,2021-12-19,100047713,8,1668,Women's Clothing,UPI,completed
2055,1003288,2021-12-20,100047714,49,1783,Women's Clothing,Debit Card,completed
2056,1003289,2021-12-21,100047715,46,2578,Women's Clothing,UPI,completed
2057,1003290,2021-12-22,100047716,20,3929,Men's Clothing,UPI,completed
2058,1003291,2021-12-23,100047717,30,889,Men's Clothing,UPI,completed
2059,1003292,2021-12-24,100047718,16,2964,Winter wear,Debit Card,completed
2060,1003293,2021-12-25,100047719,39,1401,Kid's Clothing,Credit Card,completed
2061,1003294,2021-12-26,100047720,42,3990,Men's Clothing,UPI,completed
2062,1003295,2021-12-27,100047721,20,4894,Women's Clothing,Credit Card,completed
2063,1003296,2021-12-28,100047722,38,1857,Men's Clothing,UPI,completed
2064,1003297,2021-12-29,100047723,20,4315,Women's Clothing,Credit Card,completed
2065,1003298,2021-12-30,100047724,27,1888,Bags,UPI,completed
2066,1003299,2021-12-31,100047725,28,314,Accessories,UPI,completed
2067,1003300,2022-01-01,100047726,31,4818,Footwear,Debit Card,completed
2068,1003301,2022-01-02,100047727,5,2917,Women's Clothing,Debit Card,completed
2069,1003302,2022-01-03,100047728,26,2720,Jewellery,Credit Card,completed
2070,1003303,2022-01-04,100047729,21,1768,Footwear,Debit Card,completed
2071,1003304,2022-01-05,100047730,13,3607,Beauty,Credit Card,completed
2072,1003305,2022-01-06,100047731,8,3290,Footwear,Debit Card,completed
2073,1003306,2022-01-07,100047732,48,1186,Footwear,UPI,completed
2074,1003307,2022-01-08,100047733,2,747,Men's Clothing,Debit Card,completed
2075,1003308,2022-01-09,100047734,9,3217,Jewellery,UPI,completed
2076,1003309,2022-01-10,100047735,47,1613,Bags,UPI,completed
2077,1003310,2022-01-11,100047736,3,3942,Gym wear,Debit Card,completed
2078,1003311,2022-01-12,100047737,26,389,Winter wear,Credit Card,completed
2079,1003312,2022-01-13,100047738,22,3129,Beauty,UPI,completed
2080,1003313,2022-01-14,100047739,42,4873,Footwear,Credit Card,completed
2081,1003314,2022-01-15,100047740,28,3450,Men's Clothing,Debit Card,completed
2082,1003315,2022-01-16,100047741,16,2421,Footwear,Debit Card,completed
2083,1003316,2022-01-17,100047742,14,4456,Winter wear,Debit Card,completed
2084,1003317,2022-01-18,100047743,35,1305,Winter wear,Debit Card,completed
2085,1003318,2022-01-19,100047744,48,794,Jewellery,UPI,completed
2086,1003319,2022-01-20,100047745,44,2012,Kid's Clothing,Debit Card,completed
2087,1003320,2022-01-21,100047746,27,494,Beauty,Debit Card,completed
2088,1003321,2022-01-22,100047747,43,3188,Kid's Clothing,Debit Card,completed
2089,1003322,2022-01-23,100047748,13,3258,Gym wear,UPI,completed
2090,1003323,2022-01-24,100047749,16,2793,Men's Clothing,UPI,completed
2091,1003324,2022-01-25,100047750,31,421,Jewellery,Debit Card,completed
2092,1003325,2022-01-26,100047751,6,4559,Accessories,Credit Card,completed
2093,1003326,2022-01-27,100047752,17,4523,Accessories,Credit Card,completed
2094,1003327,2022-01-28,100047753,50,3713,Jewellery,Credit Card,completed
2095,1003328,2022-01-29,100047754,22,4660,Winter wear,Debit Card,completed
2096,1003329,2022-01-30,100047755,30,1438,Bags,UPI,completed
2097,1003330,2022-01-31,100047756,19,2417,Bags,Credit Card,completed
2098,1003331,2022-02-01,100047757,20,2810,Jewellery,Credit Card,completed
2099,1003332,2022-02-02,100047758,3,4864,Bags,Debit Card,completed
2100,1003333,2022-02-03,100047759,23,1070,Beauty,UPI,completed
2101,1003334,2022-02-04,100047760,12,1487,Men's Clothing,Credit Card,completed
2102,1003335,2022-02-05,100047761,6,2310,Kid's Clothing,UPI,completed
2103,1003336,2022-02-06,100047762,3,4297,Winter wear,UPI,completed
2104,1003337,2022-02-07,100047763,50,1067,Beauty,Debit Card,completed
2105,1003338,2022-02-08,100047764,34,4723,Women's Clothing,UPI,completed
2106,1003339,2022-02-09,100047765,9,2780,Bags,Debit Card,completed
2107,1003340,2022-02-10,100047766,11,3008,Jewellery,Credit Card,completed
2108,1003341,2022-02-11,100047767,21,4144,Kid's Clothing,Debit Card,completed
2109,1003342,2022-02-12,100047768,43,3622,Bags,UPI,completed
2110,1003343,2022-02-13,100047769,44,2376,Women's Clothing,UPI,completed
2111,1003344,2022-02-14,100047770,5,785,Gym wear,Debit Card,completed
2112,1003345,2022-02-15,100047771,42,4958,Footwear,UPI,completed
2113,1003346,2022-02-16,100047772,50,2893,Footwear,UPI,completed
2114,1003347,2022-02-17,100047773,10,3682,Kid's Clothing,Debit Card,completed
2115,1003348,2022-02-18,100047774,9,432,Gym wear,Credit Card,completed
2116,1003349,2022-02-19,100047775,13,4313,Footwear,Credit Card,completed
2117,1003350,2022-02-20,100047776,17,1945,Jewellery,UPI,completed
2118,1003351,2022-02-21,100047777,47,2383,Women's Clothing,Debit Card,completed
2119,1003352,2022-02-22,100047778,16,4683,Beauty,Credit Card,completed
2120,1003353,2022-02-23,100047779,33,2912,Winter wear,Debit Card,completed
2121,1003354,2022-02-24,100047780,10,276,Gym wear,UPI,completed
2122,1003355,2022-02-25,100047781,32,425,Accessories,Credit Card,completed
2123,1003356,2022-02-26,100047782,47,1793,Footwear,UPI,completed
2124,1003357,2022-02-27,100047783,45,4970,Kid's Clothing,Debit Card,completed
2125,1003358,2022-02-28,100047784,3,548,Winter wear,Credit Card,completed
2126,1003359,2022-03-01,100047785,26,699,Kid's Clothing,Debit Card,completed
2127,1003360,2022-03-02,100047786,46,3371,Jewellery,Credit Card,completed
2128,1003361,2022-03-03,100047787,31,1299,Accessories,Credit Card,completed
2129,1003362,2022-03-04,100047788,46,3398,Women's Clothing,UPI,completed
2130,1003363,2022-03-05,100047789,44,2066,Bags,UPI,completed
2131,1003364,2022-03-06,100047790,48,1825,Men's Clothing,UPI,completed
2132,1003365,2022-03-07,100047791,22,1133,Beauty,Debit Card,completed
2133,1003366,2022-03-08,100047792,27,3277,Winter wear,Credit Card,completed
2134,1003367,2022-03-09,100047793,4,515,Footwear,UPI,completed
2135,1003368,2022-03-10,100047794,5,3000,Accessories,Debit Card,completed
2136,1003369,2022-03-11,100047795,43,1172,Beauty,Debit Card,completed
2137,1003370,2022-03-12,100047796,36,2265,Footwear,Debit Card,completed
2138,1003371,2022-03-13,100047797,27,3984,Women's Clothing,Credit Card,completed
2139,1003372,2022-03-14,100047798,8,2991,Jewellery,Debit Card,completed
2140,1003373,2022-03-15,100047799,35,1726,Footwear,UPI,completed
2141,1003374,2022-03-16,100047800,35,4696,Kid's Clothing,Credit Card,completed
2142,1003375,2022-03-17,100047801,43,2183,Bags,Debit Card,completed
2143,1003376,2022-03-18,100047802,48,558,Men's Clothing,Credit Card,completed
2144,1003377,2022-03-19,100047803,50,4055,Beauty,Debit Card,completed
2145,1003378,2022-03-20,100047804,10,2436,Beauty,Debit Card,completed
2146,1003379,2022-03-21,100047805,30,1914,Footwear,Credit Card,completed
2147,1003380,2022-03-22,100047806,48,294,Women's Clothing,UPI,completed
2148,1003381,2022-03-23,100047807,50,2446,Bags,Debit Card,completed
2149,1003382,2022-03-24,100047808,30,2500,Men's Clothing,UPI,completed
2150,1003383,2022-03-25,100047809,20,514,Bags,Debit Card,completed
2151,1003384,2022-03-26,100047810,3,3584,Men's Clothing,Debit Card,completed
2152,1003385,2022-03-27,100047811,4,1971,Kid's Clothing,UPI,completed
2153,1003386,2022-03-28,100047812,18,3331,Accessories,Debit Card,completed
2154,1003387,2022-03-29,100047813,47,3759,Men's Clothing,UPI,completed
2155,1003388,2022-03-30,100047814,29,4329,Bags,Credit Card,completed
2156,1003389,2022-03-31,100047815,1,2848,Women's Clothing,Credit Card,completed
2157,1003390,2022-04-01,100047816,3,846,Winter wear,UPI,completed
2158,1003391,2022-04-02,100047817,34,4092,Gym wear,UPI,completed
2159,1003392,2022-04-03,100047818,26,2404,Men's Clothing,Debit Card,completed
2160,1003393,2022-04-04,100047819,27,4843,Kid's Clothing,Debit Card,completed
2161,1003394,2022-04-05,100047820,32,4786,Jewellery,Credit Card,completed
2162,1003395,2022-04-06,100047821,35,3652,Bags,UPI,completed
2163,1003396,2022-04-07,100047822,41,4541,Accessories,UPI,completed
2164,1003397,2022-04-08,100047823,28,318,Winter wear,Credit Card,completed
2165,1003398,2022-04-09,100047824,37,4715,Beauty,UPI,completed
2166,1003399,2022-04-10,100047825,2,4442,Women's Clothing,Credit Card,completed
2167,1003400,2022-04-11,100047826,31,4064,Winter wear,Credit Card,completed
2168,1003401,2022-04-12,100047827,47,2630,Winter wear,Credit Card,completed
2169,1003402,2022-04-13,100047828,47,733,Beauty,Debit Card,completed
2170,1003403,2022-04-14,100047829,50,2167,Men's Clothing,Debit Card,completed
2171,1003404,2022-04-15,100047830,34,4014,Accessories,UPI,completed
2172,1003405,2022-04-16,100047831,21,4407,Winter wear,UPI,completed
2173,1003406,2022-04-17,100047832,29,786,Gym wear,UPI,completed
2174,1003407,2022-04-18,100047833,30,3582,Footwear,Credit Card,completed
2175,1003408,2022-04-19,100047834,47,3043,Kid's Clothing,UPI,completed
2176,1003409,2022-04-20,100047835,7,3982,Footwear,UPI,completed
2177,1003410,2022-04-21,100047836,29,4380,Jewellery,UPI,completed
2178,1003411,2022-04-22,100047837,31,1790,Footwear,UPI,completed
2179,1003412,2022-04-23,100047838,49,3883,Gym wear,Debit Card,completed
2180,1003413,2022-04-24,100047839,50,2508,Bags,Credit Card,completed
2181,1003414,2022-04-25,100047840,1,2546,Kid's Clothing,UPI,completed
2182,1003415,2022-04-26,100047841,26,2479,Beauty,Credit Card,completed
2183,1003416,2022-04-27,100047842,11,1416,Jewellery,Credit Card,completed
2184,1003417,2022-04-28,100047843,44,4793,Accessories,Debit Card,completed
2185,1003418,2022-04-29,100047844,33,4431,Men's Clothing,Credit Card,completed
2186,1003419,2022-04-30,100047845,42,3767,Gym wear,Credit Card,completed
2187,1003420,2022-05-01,100047846,38,4499,Women's Clothing,Debit Card,completed
2188,1003421,2022-05-02,100047847,3,4477,Accessories,Credit Card,completed
2189,1003422,2022-05-03,100047848,43,2117,Winter wear,UPI,completed
2190,1003423,2022-05-04,100047849,14,3911,Men's Clothing,UPI,completed
2191,1003424,2022-05-05,100047850,10,2969,Winter wear,Credit Card,completed
2192,1003425,2022-05-06,100047851,48,3853,Jewellery,Debit Card,completed
2193,1003426,2022-05-07,100047852,16,3800,Gym wear,Credit Card,completed
2194,1003427,2022-05-08,100047853,11,3182,Gym wear,UPI,completed
2195,1003428,2022-05-09,100047854,18,3860,Women's Clothing,UPI,completed
2196,1003429,2022-05-10,100047855,15,2820,Gym wear,Credit Card,completed
2197,1003430,2022-05-11,100047856,21,1778,Women's Clothing,Credit Card,completed
2198,1003431,2022-05-12,100047857,20,4403,Gym wear,UPI,completed
2199,1003432,2022-05-13,100047858,44,2258,Beauty,Credit Card,completed
2200,1003433,2022-05-14,100047859,45,3537,Footwear,Credit Card,completed
2201,1003434,2022-05-15,100047860,31,2272,Bags,UPI,completed
2202,1003435,2022-05-16,100047861,28,3246,Women's Clothing,Credit Card,completed
2203,1003436,2022-05-17,100047862,10,4001,Footwear,Credit Card,completed
2204,1003437,2022-05-18,100047863,29,2891,Jewellery,UPI,completed
2205,1003438,2022-05-19,100047864,37,440,Kid's Clothing,Credit Card,completed
2206,1003439,2022-05-20,100047865,22,4621,Footwear,Debit Card,completed
2207,1003440,2022-05-21,100047866,49,2933,Kid's Clothing,UPI,completed
2208,1003441,2022-05-22,100047867,41,3264,Winter wear,Credit Card,completed
2209,1003442,2022-05-23,100047868,33,613,Gym wear,UPI,completed
2210,1003443,2022-05-24,100047869,10,3025,Footwear,UPI,completed
2211,1003444,2022-05-25,100047870,25,2309,Footwear,Debit Card,completed
2212,1003445,2022-05-26,100047871,19,1441,Gym wear,Debit Card,completed
2213,1003446,2022-05-27,100047872,4,1577,Gym wear,Credit Card,completed
2214,1003447,2022-05-28,100047873,47,4380,Jewellery,Debit Card,completed
2215,1003448,2022-05-29,100047874,43,2149,Bags,Credit Card,completed
2216,1003449,2022-05-30,100047875,3,474,Footwear,UPI,completed
2217,1003450,2022-05-31,100047876,19,3990,Gym wear,Credit Card,completed
2218,1003451,2022-06-01,100047877,39,4096,Women's Clothing,Debit Card,completed
2219,1003452,2022-06-02,100047878,22,3061,Gym wear,UPI,completed
2220,1003453,2022-06-03,100047879,13,4351,Women's Clothing,UPI,completed
2221,1003454,2022-06-04,100047880,49,2076,Accessories,Debit Card,completed
2222,1003455,2022-06-05,100047881,41,4722,Kid's Clothing,Debit Card,completed
2223,1003456,2022-06-06,100047882,9,606,Gym wear,Credit Card,completed
2224,1003457,2022-06-07,100047883,17,3124,Kid's Clothing,Debit Card,completed
2225,1003458,2022-06-08,100047884,23,2167,Winter wear,Debit Card,completed
2226,1003459,2022-06-09,100047885,6,2986,Bags,Debit Card,completed
2227,1003460,2022-06-10,100047886,1,4282,Winter wear,Debit Card,completed
2228,1003461,2022-06-11,100047887,2,3035,Winter wear,UPI,completed
2229,1003462,2022-06-12,100047888,38,2474,Bags,Debit Card,completed
2230,1003463,2022-06-13,100047889,27,2576,Men's Clothing,Debit Card,completed
2231,1003464,2022-06-14,100047890,27,4489,Bags,UPI,completed
2232,1003465,2022-06-15,100047891,24,4465,Women's Clothing,Debit Card,completed
2233,1003466,2022-06-16,100047892,26,966,Bags,Debit Card,completed
2234,1003467,2022-06-17,100047893,48,3908,Kid's Clothing,UPI,completed
2235,1003468,2022-06-18,100047894,30,2073,Footwear,Debit Card,completed
2236,1003469,2022-06-19,100047895,46,1673,Beauty,UPI,completed
2237,1003470,2022-06-20,100047896,49,1643,Winter wear,Debit Card,completed
2238,1003471,2022-06-21,100047897,40,4814,Beauty,Debit Card,completed
2239,1003472,2022-06-22,100047898,50,1137,Accessories,Credit Card,completed
2240,1003473,2022-06-23,100047899,8,631,Women's Clothing,Credit Card,completed
2241,1003474,2022-06-24,100047900,18,1602,Men's Clothing,UPI,completed
2242,1003475,2022-06-25,100047901,30,2125,Jewellery,Debit Card,completed
2243,1003476,2022-06-26,100047902,31,3799,Accessories,Credit Card,completed
2244,1003477,2022-06-27,100047903,14,2856,Accessories,Debit Card,completed
2245,1003478,2022-06-28,100047904,11,4924,Winter wear,UPI,completed
2246,1003479,2022-06-29,100047905,50,4502,Men's Clothing,Credit Card,completed
2247,1003480,2022-06-30,100047906,24,4653,Bags,Credit Card,completed
2248,1003481,2022-07-01,100047907,21,3034,Beauty,UPI,completed
2249,1003482,2022-07-02,100047908,33,2832,Men's Clothing,Credit Card,completed
2250,1003483,2022-07-03,100047909,48,3867,Footwear,Credit Card,completed
2251,1003484,2022-07-04,100047910,25,2634,Jewellery,Debit Card,completed
2252,1003485,2022-07-05,100047911,8,1231,Winter wear,Credit Card,completed
2253,1003486,2022-07-06,100047912,34,1816,Bags,UPI,completed
2254,1003487,2022-07-07,100047913,26,3268,Men's Clothing,Credit Card,completed
2255,1003488,2022-07-08,100047914,6,1733,Kid's Clothing,Debit Card,completed
2256,1003489,2022-07-09,100047915,30,1696,Kid's Clothing,Debit Card,completed
2257,1003490,2022-07-10,100047916,7,3051,Gym wear,UPI,completed
2258,1003491,2022-07-11,100047917,4,3936,Gym wear,Credit Card,completed
2259,1003492,2022-07-12,100047918,16,1281,Jewellery,UPI,completed
2260,1003493,2022-07-13,100047919,43,640,Kid's Clothing,Debit Card,completed
2261,1003494,2022-07-14,100047920,48,2428,Gym wear,Debit Card,completed
2262,1003495,2022-07-15,100047921,9,3140,Gym wear,Debit Card,completed
2263,1003496,2022-07-16,100047922,44,4797,Winter wear,Debit Card,completed
2264,1003497,2022-07-17,100047923,21,3118,Men's Clothing,Credit Card,completed
2265,1003498,2022-07-18,100047924,20,3940,Kid's Clothing,Credit Card,completed
2266,1003499,2022-07-19,100047925,20,1005,Bags,UPI,completed
2267,1003500,2022-07-20,100047926,44,3422,Winter wear,Credit Card,completed
2268,1003501,2022-07-21,100047927,29,4982,Footwear,Debit Card,completed
2269,1003502,2022-07-22,100047928,27,3881,Men's Clothing,Credit Card,completed
2270,1003503,2022-07-23,100047929,8,2783,Footwear,Credit Card,completed
2271,1003504,2022-07-24,100047930,50,2864,Accessories,Credit Card,completed
2272,1003505,2022-07-25,100047931,44,3152,Jewellery,UPI,completed
2273,1003506,2022-07-26,100047932,37,3834,Winter wear,Debit Card,completed
2274,1003507,2022-07-27,100047933,12,2448,Footwear,UPI,completed
2275,1003508,2022-07-28,100047934,50,865,Kid's Clothing,UPI,completed
2276,1003509,2022-07-29,100047935,46,2298,Gym wear,Credit Card,completed
2277,1003510,2022-07-30,100047936,10,3723,Beauty,UPI,completed
2278,1003511,2022-07-31,100047937,32,538,Winter wear,UPI,completed
2279,1003512,2022-08-01,100047938,38,1368,Women's Clothing,Debit Card,completed
2280,1003513,2022-08-02,100047939,21,2710,Footwear,Debit Card,completed
2281,1003514,2022-08-03,100047940,11,1151,Kid's Clothing,UPI,completed
2282,1003515,2022-08-04,100047941,21,1873,Beauty,UPI,completed
2283,1003516,2022-08-05,100047942,6,2064,Beauty,Credit Card,completed
2284,1003517,2022-08-06,100047943,20,2607,Men's Clothing,UPI,completed
2285,1003518,2022-08-07,100047944,17,4404,Beauty,UPI,completed
2286,1003519,2022-08-08,100047945,13,3329,Winter wear,Credit Card,completed
2287,1003520,2022-08-09,100047946,43,911,Winter wear,Credit Card,completed
2288,1003521,2022-08-10,100047947,47,2974,Beauty,Credit Card,completed
2289,1003522,2022-08-11,100047948,7,4949,Jewellery,Debit Card,completed
2290,1003523,2022-08-12,100047949,37,1548,Winter wear,Credit Card,completed
2291,1003524,2022-08-13,100047950,30,3447,Kid's Clothing,UPI,completed
2292,1003525,2022-08-14,100047951,14,2040,Beauty,Debit Card,completed
2293,1003526,2022-08-15,100047952,28,1826,Kid's Clothing,Debit Card,completed
2294,1003527,2022-08-16,100047953,41,877,Jewellery,UPI,completed
2295,1003528,2022-08-17,100047954,37,3328,Footwear,Debit Card,completed
2296,1003529,2022-08-18,100047955,45,3527,Winter wear,UPI,completed
2297,1003530,2022-08-19,100047956,48,1782,Accessories,Debit Card,completed
2298,1003531,2022-08-20,100047957,35,2947,Kid's Clothing,UPI,completed
2299,1003532,2022-08-21,100047958,47,3322,Winter wear,UPI,completed
2300,1003533,2022-08-22,100047959,14,3380,Winter wear,UPI,completed
2301,1003534,2022-08-23,100047960,7,2831,Women's Clothing,UPI,completed
2302,1003535,2022-08-24,100047961,49,2569,Gym wear,Debit Card,completed
2303,1003536,2022-08-25,100047962,14,1936,Gym wear,UPI,completed
2304,1003537,2022-08-26,100047963,26,1880,Men's Clothing,Debit Card,completed
2305,1003538,2022-08-27,100047964,21,2943,Kid's Clothing,UPI,completed
2306,1003539,2022-08-28,100047965,46,987,Men's Clothing,Credit Card,completed
2307,1003540,2022-08-29,100047966,46,2927,Bags,UPI,completed
2308,1003541,2022-08-30,100047967,19,2486,Footwear,Debit Card,completed
2309,1003542,2022-08-31,100047968,32,2816,Footwear,Debit Card,completed
2310,1003543,2022-09-01,100047969,48,2393,Gym wear,Debit Card,completed
2311,1003544,2022-09-02,100047970,34,4698,Beauty,Debit Card,completed
2312,1003545,2022-09-03,100047971,24,4252,Kid's Clothing,UPI,completed
2313,1003546,2022-09-04,100047972,34,3496,Gym wear,Debit Card,completed
2314,1003547,2022-09-05,100047973,10,2393,Accessories,UPI,completed
2315,1003548,2022-09-06,100047974,10,600,Bags,Debit Card,completed
2316,1003549,2022-09-07,100047975,45,1633,Accessories,Credit Card,completed
2317,1003550,2022-09-08,100047976,12,4920,Beauty,Debit Card,completed
2318,1003551,2022-09-09,100047977,17,3247,Beauty,Debit Card,completed
2319,1003552,2022-09-10,100047978,36,277,Jewellery,UPI,completed
2320,1003553,2022-09-11,100047979,2,2056,Accessories,UPI,completed
2321,1003554,2022-09-12,100047980,30,2218,Winter wear,UPI,completed
2322,1003555,2022-09-13,100047981,2,4419,Winter wear,Credit Card,completed
2323,1003556,2022-09-14,100047982,28,3012,Winter wear,Credit Card,completed
2324,1003557,2022-09-15,100047983,35,898,Men's Clothing,Credit Card,completed
2325,1003558,2022-09-16,100047984,33,2174,Kid's Clothing,Credit Card,completed
2326,1003559,2022-09-17,100047985,9,4595,Women's Clothing,UPI,completed
2327,1003560,2022-09-18,100047986,43,1183,Beauty,Debit Card,completed
2328,1003561,2022-09-19,100047987,40,3199,Gym wear,Credit Card,completed
2329,1003562,2022-09-20,100047988,9,4271,Women's Clothing,UPI,completed
2330,1003563,2022-09-21,100047989,9,2424,Kid's Clothing,Credit Card,completed
2331,1003564,2022-09-22,100047990,13,549,Women's Clothing,Debit Card,completed
2332,1003565,2022-09-23,100047991,19,534,Accessories,Credit Card,completed
2333,1003566,2022-09-24,100047992,1,2945,Kid's Clothing,UPI,completed
